#slug: topik1_verbs
#emoji: 🚶
#title: TOPIK 초급: глаголы
#korean: 초급 동사
#kr_read: чхогып тонса
#subtitle: 98 глаголов из официального списка TOPIK 초급 — движение, быт, общение
#level: 1
#card_desc: Базовые глаголы 초급: ходить, брать, помогать, готовиться, радоваться
#group: move|Движение и перемещение|이동
#group: daily|Повседневные действия|일상
#group: people|Общение и вежливость|관계
#group: mind|Чувства и мысли|마음
#group: work|Учёба, работа, услуги|일
move	⬆️	올라오다	подниматься (сюда)	위로 올라오세요.	Поднимайтесь наверх.
daily	📚	올려놓다	класть наверх	책을 책상에 올려놨어요.	Положил книгу на стол.
move	🚪	외출하다	выходить из дома	오후에 외출했어요.	Днём вышел из дома.
move	🚗	운전하다	водить машину	조심해서 운전하세요.	Ведите осторожно.
mind	😭	울다	плакать	아기가 울어요.	Малыш плачет.
daily	🔔	울리다	звенеть, звонить	전화가 울려요.	Телефон звонит.
move	🕺	움직이다	двигаться	움직이지 마세요.	Не двигайтесь.
people	🤣	웃기다	смешить	친구가 정말 웃겨요.	Друг ужасно смешит.
mind	😄	웃다	смеяться	크게 웃었어요.	Громко засмеялся.
mind	🙏	원하다	хотеть, желать	뭘 원하세요?	Чего вы хотите?
work	🎤	인터뷰하다	брать интервью	배우를 인터뷰했어요.	Взял интервью у актёра.
work	🚇	이용하다	пользоваться	지하철을 이용해요.	Пользуюсь метро.
daily	😱	잃어버리다	потерять	열쇠를 잃어버렸어요.	Потерял ключ.
work	🏥	입원하다	лечь в больницу	아버지가 입원하셨어요.	Отца положили в больницу.
mind	🤔	잊다	забывать	이름을 잊었어요.	Забыл имя.
daily	✂️	자르다	резать, отрезать	머리를 잘랐어요.	Постригся.
daily	😴	잠자다	спать	아기가 잠자요.	Малыш спит.
work	🔍	조사하다	исследовать, расследовать	원인을 조사해요.	Расследуют причину.
mind	⚠️	조심하다	быть осторожным	차를 조심하세요.	Осторожно, машины.
work	🎓	졸업하다	оканчивать учёбу	대학을 졸업했어요.	Окончил университет.
people	🛌	주무시다	спать (вежливо)	안녕히 주무세요.	Спокойной ночи.
work	🎒	준비하다	готовить, подготавливать	시험을 준비해요.	Готовлюсь к экзамену.
daily	📉	줄다	уменьшаться	몸무게가 줄었어요.	Вес снизился.
mind	🎉	즐거워하다	веселиться, радоваться	아이들이 즐거워해요.	Дети веселятся.
move	🚶	찾아가다	идти к кому-то, навещать	선생님을 찾아갔어요.	Пошёл к учителю.
move	🏠	찾아오다	приходить в гости	친구가 찾아왔어요.	Пришёл друг.
work	🎥	촬영하다	снимать (фото, видео)	영화를 촬영해요.	Снимают фильм.
daily	💃	추다	танцевать (танец)	춤을 췄어요.	Танцевал.
people	🎉	축하하다	поздравлять	생일을 축하해요.	Поздравляю с днём рождения.
daily	🕺	춤추다	танцевать	신나게 춤췄어요.	Весело танцевал.
work	💼	취직하다	устраиваться на работу	회사에 취직했어요.	Устроился в компанию.
work	🩺	치료하다	лечить	병을 치료해요.	Лечит болезнь.
daily	🔗	통하다	проходить; быть понятным	우리는 말이 통해요.	Мы понимаем друг друга.
daily	💸	팔리다	продаваться	표가 다 팔렸어요.	Все билеты проданы.
mind	😠	화내다	сердиться	화내지 마세요.	Не сердитесь.
daily	💄	화장하다	краситься, делать макияж	화장하고 나갔어요.	Накрасилась и вышла.
work	✅	확인하다	проверять, подтверждать	시간을 확인했어요.	Проверил время.
people	🎊	환영하다	приветствовать	손님을 환영해요.	Приветствуем гостей.
