#slug: topik3_verbs_1
#emoji: 🏃
#title: TOPIK 중급: глаголы I
#korean: 중급 동사 ①
#kr_read: чунгып тонса
#subtitle: 210 глаголов TOPIK среднего уровня — от 가꾸다 до 번갈다
#level: 3
#card_desc: Первая часть глаголов 중급 1500: движение, действия, мысли и отношения
#group: move|Движение и перемещение|이동
#group: action|Действия с предметами|동작
#group: mind|Мысли, чувства, речь|마음
#group: people|Люди и отношения|관계
#group: work|Дела, работа, учёба|일
#group: change|Изменение состояния|변화
action	✏️	긋다	проводить линию	줄을 그으세요.	Проведите линию.
action	🐕	기르다	растить, отращивать	개를 길러요.	Держу собаку.
action	👂	기울이다	наклонять; уделять	귀를 기울였어요.	Прислушался.
action	🥜	까다	чистить от кожуры	껍질을 깠어요.	Очистил от скорлупы.
action	🛏️	깔다	стелить	이불을 깔았어요.	Постелил одеяло.
mind	💡	깨닫다	осознавать	잘못을 깨달았어요.	Осознал свою ошибку.
action	💔	깨뜨리다	разбивать	컵을 깨뜨렸어요.	Разбил чашку.
people	⏰	깨우다	будить	아침에 깨워 주세요.	Разбудите меня утром.
people	😤	꾸짖다	бранить, отчитывать	아이를 꾸짖었어요.	Отругал ребёнка.
mind	💭	꿈꾸다	мечтать	가수를 꿈꿔요.	Мечтает стать певцом.
change	📵	끊기다	обрываться	전화가 끊겼어요.	Звонок оборвался.
change	✂️	끊어지다	рваться, обрываться	줄이 끊어졌어요.	Верёвка порвалась.
action	🧲	끌다	тянуть, привлекать	관심을 끌었어요.	Привлёк внимание.
change	💫	끌리다	влечь, тянуть	그 사람에게 끌려요.	Меня к нему тянет.
change	♨️	끓다	кипеть	물이 끓어요.	Вода кипит.
people	🚗	끼어들다	влезать, вклиниваться	대화에 끼어들지 마세요.	Не встревайте в разговор.
action	📎	끼우다	вставлять	사진을 끼웠어요.	Вставил фотографию.
action	➗	나누다	делить, разделять	반으로 나눴어요.	Разделил пополам.
change	🔀	나뉘다	делиться, разделяться	두 팀으로 나뉘었어요.	Разделились на две команды.
change	🌱	나다	появляться, расти	싹이 났어요.	Появился росток.
people	🙋	나서다	выступать вперёд, браться	앞장서서 나섰어요.	Вызвался первым.
move	➡️	나아가다	продвигаться вперёд	앞으로 나아가요.	Двигаемся вперёд.
change	📈	나아지다	улучшаться	상황이 나아졌어요.	Ситуация улучшилась.
change	👀	나타나다	появляться	갑자기 나타났어요.	Внезапно появился.
action	🪁	날리다	запускать, пускать по ветру	연을 날렸어요.	Запустил воздушного змея.
move	🕊️	날아가다	улетать	새가 날아갔어요.	Птица улетела.
move	🦋	날아다니다	порхать, летать туда-сюда	나비가 날아다녀요.	Бабочки порхают.
move	🛫	날아오르다	взлетать	비행기가 날아올랐어요.	Самолёт взлетел.
change	🤒	낫다	выздоравливать	감기가 나았어요.	Простуда прошла.
work	🗑️	낭비하다	тратить впустую	시간을 낭비했어요.	Потратил время впустую.
action	🔉	낮추다	снижать, убавлять	소리를 낮추세요.	Сделайте потише.
change	👶	낳다	рожать	아기를 낳았어요.	Родила ребёнка.
action	🚪	내놓다	выставлять, выкладывать	쓰레기를 내놓았어요.	Вынес мусор.
move	🏔️	내려다보다	смотреть сверху вниз	산에서 마을을 내려다봤어요.	С горы смотрел на деревню.
people	🤷	내버려두다	оставить в покое	그냥 내버려두세요.	Просто оставьте это.
people	🎁	내주다	отдавать, уступать	자리를 내줬어요.	Уступил место.
people	🚪	내쫓다	выгонять	집에서 내쫓았어요.	Выгнал из дома.
action	🧺	널다	развешивать	빨래를 널었어요.	Развесил бельё.
action	📐	넓히다	расширять	길을 넓혔어요.	Расширили дорогу.
action	📄	넘기다	передавать, переворачивать	페이지를 넘겼어요.	Перевернул страницу.
move	🌄	넘어가다	переходить, переваливать	산을 넘어갔어요.	Перешёл через гору.
change	🥛	넘치다	переливаться, быть в избытке	물이 넘쳤어요.	Вода перелилась через край.
change	🍦	녹다	таять	아이스크림이 녹았어요.	Мороженое растаяло.
people	😜	놀리다	дразнить	친구를 놀렸어요.	Дразнил друга.
action	🔊	높이다	повышать	볼륨을 높였어요.	Прибавил громкость.
people	🛌	눕히다	укладывать	아기를 눕혔어요.	Уложил ребёнка.
action	➕	늘리다	увеличивать	연습 시간을 늘렸어요.	Увеличил время тренировок.
change	📈	늘어나다	растягиваться, возрастать	인구가 늘어났어요.	Население выросло.
move	🚶	늘어서다	выстраиваться в ряд	사람들이 늘어섰어요.	Люди выстроились в очередь.
work	🐢	늦추다	откладывать, замедлять	속도를 늦추세요.	Сбавьте скорость.
move	👣	다가오다	приближаться	시험이 다가와요.	Экзамен приближается.
move	🚪	다녀가다	заходить, наведываться	친구가 다녀갔어요.	Заходил друг.
action	✂️	다듬다	подравнивать, обрабатывать	머리를 다듬었어요.	Подровнял волосы.
work	🎛️	다루다	обращаться, управляться	기계를 잘 다뤄요.	Хорошо управляется с техникой.
people	💢	다투다	ссориться	친구와 다퉜어요.	Поссорился с другом.
change	🔄	달라지다	становиться другим	분위기가 달라졌어요.	Атмосфера изменилась.
move	🏃	달려가다	бежать, мчаться	병원으로 달려갔어요.	Побежал в больницу.
move	🏃‍♂️	달아나다	убегать, спасаться	도둑이 달아났어요.	Вор убежал.
change	👟	닳다	изнашиваться, стираться	신발이 닳았어요.	Обувь стёрлась.
change	🎁	담기다	быть вложенным	정성이 담겼어요.	В это вложена душа.
action	🥣	담다	класть, наливать	그릇에 담으세요.	Положите в миску.
work	📋	담당하다	отвечать за, вести	이 일을 담당해요.	Я отвечаю за это дело.
action	🚪	당기다	тянуть, притягивать	문을 당기세요.	Потяните дверь.
change	😥	당하다	подвергаться, терпеть	사기를 당했어요.	Меня обманули.
change	✋	닿다	доставать, касаться	손이 안 닿아요.	Рукой не достаю.
action	🤚	대다	прикладывать, подставлять	이마에 손을 댔어요.	Приложил руку ко лбу.
work	🔄	대신하다	заменять	제가 대신할게요.	Я заменю.
people	🙂	대하다	обращаться с кем-то	친절하게 대해요.	Обращается приветливо.
action	⚾	던지다	бросать	공을 던졌어요.	Бросил мяч.
action	➖	덜다	убавлять, уменьшать	부담을 덜었어요.	Снял часть нагрузки.
change	❄️	덮이다	быть покрытым	산이 눈으로 덮였어요.	Горы покрыты снегом.
change	🔥	데다	обжигаться	뜨거운 물에 데었어요.	Обжёгся кипятком.
people	👦	데려오다	приводить кого-то	아이를 데려왔어요.	Привёл ребёнка.
action	🥬	데치다	ошпаривать, бланшировать	시금치를 데쳤어요.	Ошпарил шпинат.
people	↩️	돌려보내다	отправлять обратно	그를 집으로 돌려보냈어요.	Отправил его домой.
people	🔙	돌려주다	возвращать	책을 돌려줬어요.	Вернул книгу.
action	🔄	돌리다	крутить, запускать	세탁기를 돌렸어요.	Запустил стиральную машину.
people	👶	돌보다	присматривать, ухаживать	아이를 돌봐요.	Присматриваю за ребёнком.
move	🚶	돌아다니다	бродить, ходить туда-сюда	시내를 돌아다녔어요.	Бродил по центру.
move	👀	돌아보다	оглядываться	뒤를 돌아봤어요.	Оглянулся назад.
move	🔙	돌아서다	отворачиваться	말없이 돌아섰어요.	Молча отвернулся.
change	⏪	되돌리다	возвращать назад	시간을 되돌리고 싶어요.	Хочу повернуть время вспять.
mind	🕰️	되돌아보다	оглядываться на прошлое	지난날을 되돌아봐요.	Вспоминаю прошлые дни.
change	🌱	되살아나다	оживать, воскресать	기억이 되살아났어요.	Воспоминания ожили.
mind	😨	두려워하다	бояться, страшиться	실패를 두려워해요.	Боится неудачи.
move	👁️	둘러보다	осматриваться	가게를 둘러봤어요.	Осмотрел магазин.
change	🐌	뒤떨어지다	отставать	유행에 뒤떨어져요.	Отстаёт от моды.
action	🔃	뒤집다	переворачивать	부침개를 뒤집었어요.	Перевернул блинчик.
change	🔦	드러나다	обнаруживаться, выявляться	진실이 드러났어요.	Правда раскрылась.
move	🚪	들어서다	входить, вступать	방에 들어섰어요.	Вошёл в комнату.
people	🙏	들어주다	исполнять просьбу	부탁을 들어줬어요.	Выполнил просьбу.
move	🔍	들여다보다	заглядывать	안을 들여다봤어요.	Заглянул внутрь.
action	🏠	들이다	впускать, вкладывать	손님을 들였어요.	Впустил гостя.
action	🍎	따다	срывать, добывать	사과를 땄어요.	Сорвал яблоко.
people	👣	따라다니다	ходить следом	강아지가 따라다녀요.	Щенок ходит по пятам.
people	🫗	따르다	следовать; наливать	규칙을 따르세요.	Соблюдайте правила.
people	🧐	따지다	придираться, разбираться	이유를 따졌어요.	Стал выяснять причины.
action	✋	때리다	бить, ударять	때리면 안 돼요.	Бить нельзя.
mind	💭	떠오르다	всплывать в памяти, всходить	좋은 생각이 떠올랐어요.	Пришла хорошая мысль.
mind	🧠	떠올리다	вспоминать, воскрешать в памяти	얼굴을 떠올렸어요.	Вспомнил лицо.
change	😰	떨리다	дрожать	손이 떨려요.	Руки дрожат.
action	📱	떨어뜨리다	ронять	폰을 떨어뜨렸어요.	Уронил телефон.
change	🍂	떨어지다	падать, проваливаться	시험에 떨어졌어요.	Провалил экзамен.
action	🏷️	떼다	отрывать, снимать	스티커를 뗐어요.	Отклеил наклейку.
action	🕳️	뚫다	пробивать, сверлить	구멍을 뚫었어요.	Просверлил отверстие.
move	🏃	뛰어가다	бежать куда-то	학교로 뛰어갔어요.	Побежал в школу.
change	🌟	뛰어나다	выделяться, быть выдающимся	실력이 뛰어나요.	Мастерство выдающееся.
move	⬇️	뛰어내리다	спрыгивать	의자에서 뛰어내렸어요.	Спрыгнул со стула.
move	🐇	뛰어넘다	перепрыгивать	담을 뛰어넘었어요.	Перепрыгнул через забор.
move	🏃‍♀️	뛰어다니다	бегать туда-сюда	아이들이 뛰어다녀요.	Дети носятся.
move	🚪	뛰쳐나가다	выбегать	밖으로 뛰쳐나갔어요.	Выбежал наружу.
change	🔥	뜨거워지다	нагреваться	물이 뜨거워졌어요.	Вода нагрелась.
change	🌅	뜨다	всплывать, всходить	해가 떴어요.	Солнце взошло.
action	📦	뜯다	отрывать, вскрывать	포장을 뜯었어요.	Вскрыл упаковку.
work	🏠	마련하다	подготовить, обзавестись	집을 마련했어요.	Обзавёлся жильём.
work	🏁	마무리하다	завершать	일을 마무리했어요.	Завершил работу.
mind	✊	마음먹다	решиться, настроиться	운동하기로 마음먹었어요.	Решил заняться спортом.
people	👋	마주치다	столкнуться, встретиться	길에서 마주쳤어요.	Столкнулись на улице.
action	🚧	막다	преграждать, предотвращать	길을 막았어요.	Перекрыл дорогу.
action	😋	맛보다	пробовать на вкус	국을 맛봤어요.	Попробовал суп.
action	🔨	망가뜨리다	ломать, портить	장난감을 망가뜨렸어요.	Сломал игрушку.
change	💥	망가지다	ломаться	컴퓨터가 망가졌어요.	Компьютер сломался.
mind	🤷	망설이다	колебаться	대답을 망설였어요.	Замялся с ответом.
action	😱	망치다	испортить, завалить	시험을 망쳤어요.	Завалил экзамен.
change	📉	망하다	разоряться, прогорать	가게가 망했어요.	Магазин прогорел.
action	🧩	맞추다	подгонять, сверять	답을 맞춰 봤어요.	Сверил ответы.
mind	🎯	맞히다	угадывать, попадать	정답을 맞혔어요.	Угадал правильный ответ.
people	🧳	맡기다	доверять, сдавать	짐을 맡겼어요.	Сдал багаж.
action	👃	맡다	нюхать; брать на себя	냄새를 맡았어요.	Учуял запах.
action	👔	매다	завязывать	넥타이를 맸어요.	Завязал галстук.
work	🤝	맺다	заключать, завязывать	계약을 맺었어요.	Заключил договор.
move	🏨	머무르다	оставаться, гостить	호텔에 머물렀어요.	Остановился в отеле.
mind	😶	머뭇거리다	мяться, топтаться	대답을 머뭇거렸어요.	Замялся с ответом.
change	🍽️	먹히다	быть съеденным	벌레가 새에게 먹혔어요.	Насекомое съела птица.
change	🤕	멍들다	покрываться синяками	다리가 멍들었어요.	Нога в синяках.
change	😢	메다	перехватывать (о горле)	목이 메었어요.	Ком в горле.
work	🧭	모색하다	искать пути, изыскивать	해결책을 모색해요.	Ищем решение.
action	💰	모으다	собирать, копить	돈을 모았어요.	Накопил денег.
work	📢	모집하다	набирать, вербовать	회원을 모집해요.	Набираем участников.
action	🚗	몰다	вести, гнать	차를 몰아요.	Ведёт машину.
people	😮	몰라보다	не узнать	너무 변해서 몰라봤어요.	Так изменился, что не узнал.
move	👥	몰려들다	стекаться толпой	사람들이 몰려들었어요.	Народ повалил толпой.
change	😰	몰리다	быть загнанным, скапливаться	궁지에 몰렸어요.	Оказался в безвыходном положении.
change	🏚️	무너지다	рушиться	건물이 무너졌어요.	Здание рухнуло.
mind	😱	무서워하다	бояться	개를 무서워해요.	Боится собак.
move	🛏️	묵다	останавливаться на ночь	친구 집에서 묵었어요.	Ночевал у друга.
action	🎀	묶다	связывать, завязывать	머리를 묶었어요.	Завязала волосы.
action	🎨	묻히다	пачкать, обваливать	손에 물감을 묻혔어요.	Испачкал руки краской.
action	🐕	물다	кусать	개가 물었어요.	Собака укусила.
move	↩️	물러서다	отступать	한 발 물러섰어요.	Отступил на шаг.
people	👑	물려주다	передавать по наследству	재산을 물려줬어요.	Передал имущество по наследству.
change	🦟	물리다	быть укушенным	모기에 물렸어요.	Укусил комар.
move	🧊	미끄러지다	поскользнуться, скользить	빙판에서 미끄러졌어요.	Поскользнулся на льду.
change	🌀	미치다	достигать; сходить с ума	영향을 미쳐요.	Оказывает влияние.
action	🚪	밀다	толкать	문을 미세요.	Толкните дверь.
change	🌊	밀려오다	накатывать, нахлынуть	파도가 밀려와요.	Накатывают волны.
change	🈳	바닥나다	заканчиваться, иссякать	돈이 바닥났어요.	Деньги кончились.
move	👁️	바라보다	смотреть, глядеть	하늘을 바라봤어요.	Смотрел на небо.
work	📏	바로잡다	исправлять, выправлять	잘못을 바로잡았어요.	Исправил ошибку.
work	🪞	반영하다	отражать, учитывать	의견을 반영했어요.	Учли мнение.
change	✨	반짝이다	сверкать, мерцать	별이 반짝여요.	Звёзды мерцают.
mind	💘	반하다	влюбиться	첫눈에 반했어요.	Влюбился с первого взгляда.
mind	🤝	받아들이다	принимать	현실을 받아들였어요.	Принял реальность.
change	⚡	발생하다	возникать, происходить	문제가 발생했어요.	Возникла проблема.
work	💪	발휘하다	проявлять, демонстрировать	실력을 발휘했어요.	Показал свои умения.
work	🔦	밝히다	раскрывать, объявлять	사실을 밝혔어요.	Раскрыл факты.
move	👞	밟다	наступать	실수로 발을 밟았어요.	Случайно наступил на ногу.
change	😣	밟히다	быть отдавленным	발이 밟혔어요.	Мне наступили на ногу.
work	🌙	밤새우다	не спать всю ночь	밤새워 일했어요.	Работал всю ночь.
people	🚪	방문하다	посещать	고향을 방문했어요.	Съездил в родные места.
work	🗑️	방치하다	оставлять без внимания	문제를 방치했어요.	Запустил проблему.
action	😝	뱉다	выплёвывать	껌을 뱉었어요.	Выплюнул жвачку.
change	🐈	버려지다	быть брошенным	강아지가 버려졌어요.	Щенка бросили.
mind	🛡️	버티다	держаться, выстоять	끝까지 버텼어요.	Продержался до конца.
action	🔁	번갈다	чередовать	번갈아 가며 운전해요.	Ведём машину по очереди.
