#slug: topik3_verbs_2
#emoji: 🤸
#title: TOPIK 중급: глаголы II
#korean: 중급 동사 ②
#kr_read: чунгып тонса
#subtitle: 208 глаголов TOPIK среднего уровня — от 벌리다 до 힘쓰다
#level: 3
#card_desc: Вторая часть глаголов 중급 1500: страдательный залог, работа, чувства и речь
#group: move|Движение и перемещение|이동
#group: action|Действия с предметами|동작
#group: mind|Мысли, чувства, речь|마음
#group: people|Люди и отношения|관계
#group: work|Дела, работа, учёба|일
#group: change|Изменение состояния|변화
action	💇	빗다	расчёсывать	머리를 빗었어요.	Расчесал волосы.
change	✨	빛나다	сиять, блестеть	눈이 빛나요.	Глаза сияют.
action	🕳️	빠뜨리다	уронить, упустить	물에 열쇠를 빠뜨렸어요.	Уронил ключ в воду.
change	💞	빠지다	выпадать, увязать, влюбляться	사랑에 빠졌어요.	Влюбился.
change	😳	빨개지다	краснеть	얼굴이 빨개졌어요.	Лицо покраснело.
action	🌰	빻다	толочь, размалывать	마늘을 빻았어요.	Растолок чеснок.
action	📝	빼놓다	пропускать, оставлять	이름을 빼놓았어요.	Пропустил имя.
change	😠	빼앗기다	лишиться, быть отнятым	지갑을 빼앗겼어요.	У меня отняли кошелёк.
action	✋	빼앗다	отнимать	장난감을 빼앗았어요.	Отнял игрушку.
action	🤸	뻗다	вытягивать, простираться	팔을 쭉 뻗었어요.	Вытянул руки.
action	🦷	뽑다	вытаскивать, выбирать	이를 뽑았어요.	Вырвал зуб.
change	🏅	뽑히다	быть выбранным	대표로 뽑혔어요.	Выбрали представителем.
action	🌧️	뿌리다	разбрызгивать, посыпать	소금을 뿌렸어요.	Посыпал солью.
change	🦶	삐다	вывихнуть, подвернуть	발목을 삐었어요.	Подвернул лодыжку.
change	💨	사라지다	исчезать	흔적이 사라졌어요.	Следы исчезли.
mind	💘	사로잡다	пленять, захватывать	마음을 사로잡았어요.	Покорил сердце.
work	🗑️	삭제하다	удалять	파일을 삭제했어요.	Удалил файл.
action	🚑	살리다	спасать, оживлять	생명을 살렸어요.	Спас жизнь.
change	🌿	살아가다	жить, продолжать жить	씩씩하게 살아가요.	Живёт бодро.
change	🌱	살아나다	оживать	불씨가 살아났어요.	Огонёк ожил.
change	🛟	살아남다	выживать	끝까지 살아남았어요.	Выжил до конца.
change	🕰️	살아오다	прожить до сих пор	열심히 살아왔어요.	Жил усердно.
change	🍰	살찌다	толстеть, поправляться	요즘 살쪘어요.	В последнее время поправился.
work	🔎	살펴보다	внимательно осматривать	서류를 살펴봤어요.	Просмотрел документы.
work	👀	살피다	приглядывать, изучать	주위를 살폈어요.	Осмотрелся вокруг.
action	💊	삼키다	глотать	약을 삼켰어요.	Проглотил таблетку.
mind	💭	상상하다	воображать	미래를 상상해요.	Представляю будущее.
change	🥛	상하다	портиться, ранить	우유가 상했어요.	Молоко испортилось.
change	💧	새다	протекать; светать	물이 새요.	Вода протекает.
work	🌜	새우다	проводить без сна	밤을 새웠어요.	Провёл ночь без сна.
change	🌟	생겨나다	возникать, зарождаться	새 가게가 생겨났어요.	Появился новый магазин.
move	⏩	서두르다	торопиться	서두르지 마세요.	Не торопитесь.
work	🏆	성공하다	добиваться успеха	사업에 성공했어요.	Преуспел в бизнесе.
action	🔢	세다	считать, пересчитывать	돈을 세었어요.	Пересчитал деньги.
change	😵	속다	быть обманутым	광고에 속았어요.	Повёлся на рекламу.
people	🎭	속이다	обманывать	사람을 속였어요.	Обманул человека.
work	🧵	수선하다	чинить, подшивать	옷을 수선했어요.	Отдал одежду в починку.
action	🙇	숙이다	склонять, наклонять	고개를 숙였어요.	Склонил голову.
action	🤫	숨기다	прятать, скрывать	비밀을 숨겼어요.	Скрыл секрет.
move	🙈	숨다	прятаться	나무 뒤에 숨었어요.	Спрятался за деревом.
change	🕯️	숨지다	скончаться	병으로 숨졌어요.	Скончался от болезни.
mind	🙋	시인하다	признавать	잘못을 시인했어요.	Признал вину.
action	🧊	식히다	остужать	국을 식혔어요.	Остудил суп.
people	👟	신기다	надевать обувь кому-то	아이에게 신발을 신겼어요.	Обул ребёнка.
mind	🤝	신뢰하다	доверять	동료를 신뢰해요.	Доверяю коллеге.
action	🚚	싣다	грузить, публиковать	짐을 실었어요.	Погрузил вещи.
change	📰	실리다	быть напечатанным, погруженным	기사가 신문에 실렸어요.	Статью напечатали в газете.
work	💔	실패하다	терпеть неудачу	사업에 실패했어요.	Прогорел в бизнесе.
action	🌳	심다	сажать	나무를 심었어요.	Посадил дерево.
action	🧱	쌓다	складывать, накапливать	경험을 쌓았어요.	Накопил опыт.
action	🎯	쏘다	стрелять	화살을 쐈어요.	Выстрелил из лука.
change	🌧️	쏟아지다	литься, обрушиваться	비가 쏟아졌어요.	Хлынул дождь.
change	😵	쓰러지다	падать, валиться с ног	길에서 쓰러졌어요.	Упал на улице.
action	🧹	쓸다	подметать	마당을 쓸었어요.	Подмёл двор.
action	🎩	씌우다	накрывать, надевать	아이에게 모자를 씌웠어요.	Надел ребёнку шапку.
people	🛁	씻기다	мыть кого-то	아이를 씻겼어요.	Помыл ребёнка.
people	🤗	안기다	прижиматься, оказаться в объятиях	엄마 품에 안겼어요.	Прижался к маме.
people	💺	앉히다	усаживать	아이를 의자에 앉혔어요.	Усадил ребёнка на стул.
mind	🎯	알아맞히다	отгадывать	답을 알아맞혔어요.	Отгадал ответ.
people	👏	알아주다	ценить, признавать	노력을 알아줬어요.	Оценили старания.
work	⏱️	앞당기다	переносить на более ранний срок	일정을 앞당겼어요.	Перенёс сроки пораньше.
work	📅	앞두다	иметь впереди	시험을 앞두고 있어요.	Впереди экзамен.
people	😞	야단맞다	получать нагоняй	엄마에게 야단맞았어요.	Получил нагоняй от мамы.
people	😡	야단치다	ругать, отчитывать	아이를 야단쳤어요.	Отругал ребёнка.
work	🚫	어기다	нарушать	약속을 어겼어요.	Нарушил обещание.
change	🎁	얻다	получать, обретать	정보를 얻었어요.	Получил информацию.
people	🍜	얻어먹다	есть за чужой счёт	점심을 얻어먹었어요.	Меня угостили обедом.
change	🧊	얼다	замерзать	강이 얼었어요.	Река замёрзла.
action	❄️	얼리다	замораживать	고기를 얼렸어요.	Заморозил мясо.
action	🧽	없애다	устранять, избавляться	얼룩을 없앴어요.	Вывел пятно.
move	🛌	엎드리다	лечь ничком	바닥에 엎드렸어요.	Лёг на пол ничком.
mind	🤔	여기다	считать, полагать	소중하게 여겨요.	Считаю это ценным.
people	🙇	여쭈다	спрашивать (вежливо)	선생님께 여쭤봤어요.	Спросил у учителя.
work	📆	연장하다	продлевать	비자를 연장했어요.	Продлил визу.
mind	😟	염려하다	беспокоиться	건강을 염려해요.	Беспокоюсь о здоровье.
mind	🔮	예상하다	предполагать, ожидать	결과를 예상했어요.	Предугадал результат.
mind	📊	예측하다	прогнозировать	날씨를 예측해요.	Прогнозирую погоду.
move	↔️	오가다	сновать туда-сюда	사람들이 오가요.	Люди снуют туда-сюда.
move	↕️	오르내리다	подниматься и опускаться	계단을 오르내려요.	Хожу вверх-вниз по лестнице.
action	⬆️	올리다	поднимать, выкладывать	사진을 올렸어요.	Выложил фото.
action	📦	옮기다	переносить, перемещать	짐을 옮겼어요.	Перенёс вещи.
mind	📣	외치다	кричать, восклицать	큰 소리로 외쳤어요.	Крикнул во весь голос.
people	💗	위하다	заботиться, ради кого-то	가족을 위해 일해요.	Работаю ради семьи.
work	📮	응모하다	подавать заявку	공모전에 응모했어요.	Подал работу на конкурс.
mind	🕵️	의심하다	сомневаться, подозревать	그를 의심했어요.	Заподозрил его.
work	📄	의하다	основываться, согласно	통계에 의하면 그래요.	Согласно статистике, это так.
people	🧭	이끌다	вести за собой	팀을 이끌어요.	Ведёт команду.
move	🚚	이동하다	перемещаться	다음 장소로 이동해요.	Переходим в следующее место.
work	🌟	이루다	достигать, осуществлять	꿈을 이루었어요.	Осуществил мечту.
change	✨	이루어지다	осуществляться	소원이 이루어졌어요.	Желание исполнилось.
change	🌠	이름나다	прославиться	맛집으로 이름났어요.	Прославился как хороший ресторан.
change	➰	이어지다	продолжаться, тянуться	논쟁이 이어졌어요.	Спор продолжился.
change	🍅	익다	созревать, доходить	과일이 익었어요.	Фрукты созрели.
work	🍳	익히다	проваривать; осваивать	고기를 익혔어요.	Прожарил мясо.
work	💹	인상하다	повышать (цену)	가격을 인상했어요.	Повысили цену.
work	🏅	인정받다	получать признание	실력을 인정받았어요.	Его мастерство признали.
mind	✅	인정하다	признавать	실수를 인정해요.	Признаю ошибку.
change	⚠️	인하다	быть вызванным	사고로 인해 늦었어요.	Опоздал из-за аварии.
action	🚑	일으키다	поднимать, вызывать	사고를 일으켰어요.	Стал причиной аварии.
change	📖	읽히다	читаться	이 책은 잘 읽혀요.	Эта книга легко читается.
people	👕	입히다	одевать кого-то	아이에게 옷을 입혔어요.	Одел ребёнка.
action	🔗	잇다	соединять	두 도시를 잇는 다리예요.	Это мост, соединяющий два города.
change	🌱	자라다	расти, вырастать	아이가 잘 자랐어요.	Ребёнок хорошо вырос.
change	🔽	작아지다	уменьшаться	옷이 작아졌어요.	Одежда стала мала.
change	👍	잘되다	идти хорошо, ладиться	일이 잘돼요.	Дела идут хорошо.
action	🔐	잠그다	запирать, перекрывать	문을 잠갔어요.	Запер дверь.
change	🌊	잠기다	быть запертым, затопленным	문이 잠겼어요.	Дверь заперта.
change	😴	잠들다	засыпать	금방 잠들었어요.	Быстро уснул.
people	🍚	잡수다	кушать (вежливо)	많이 잡수세요.	Кушайте побольше.
action	🐍	잡아먹다	пожирать	뱀이 쥐를 잡아먹었어요.	Змея съела мышь.
change	🐟	잡히다	быть пойманным	물고기가 잡혔어요.	Рыба попалась.
people	🛌	재우다	укладывать спать	아기를 재웠어요.	Уложил малыша спать.
work	💳	적립되다	начисляться (о баллах)	포인트가 적립됐어요.	Начислились баллы.
change	📝	적히다	быть записанным	이름이 적혀 있어요.	Имя записано.
work	📨	전달하다	передавать	메시지를 전달했어요.	Передал сообщение.
work	🔭	전망하다	прогнозировать	성장을 전망해요.	Прогнозируют рост.
action	📄	접다	складывать, сгибать	종이를 접었어요.	Сложил бумагу.
change	🗂️	접히다	складываться, загибаться	종이가 접혀 있어요.	Бумага сложена.
action	🥄	젓다	размешивать	커피를 저었어요.	Размешал кофе.
work	🧹	정리하다	приводить в порядок	방을 정리했어요.	Прибрался в комнате.
work	🍽️	제공되다	предоставляться	아침이 제공돼요.	Завтрак предоставляется.
work	➖	제외하다	исключать	주말은 제외해요.	Выходные исключаются.
work	📤	제출하다	сдавать, подавать	서류를 제출했어요.	Подал документы.
people	🥺	조르다	клянчить, приставать	장난감을 사 달라고 졸랐어요.	Клянчил игрушку.
action	📏	좁히다	сужать, сокращать	거리를 좁혔어요.	Сократил дистанцию.
people	🔁	주고받다	обмениваться	선물을 주고받았어요.	Обменялись подарками.
change	🎁	주어지다	быть данным	기회가 주어졌어요.	Дали шанс.
action	🔪	죽이다	убивать	벌레를 죽였어요.	Убил насекомое.
change	📉	줄어들다	сокращаться	인구가 줄어들었어요.	Население сократилось.
action	✂️	줄이다	сокращать, уменьшать	비용을 줄였어요.	Сократил расходы.
work	⏹️	중단하다	прекращать, приостанавливать	공사를 중단했어요.	Приостановили стройку.
move	🚶	지나치다	проходить мимо; перебарщивать	가게를 지나쳤어요.	Прошёл мимо магазина.
mind	📢	지르다	вопить, орать	소리를 질렀어요.	Закричал.
action	🧼	지우다	стирать, удалять	글씨를 지웠어요.	Стёр надпись.
change	😫	지치다	выбиваться из сил	완전히 지쳤어요.	Совершенно вымотался.
work	👁️	지켜보다	наблюдать, следить	상황을 지켜봐요.	Наблюдаю за ситуацией.
change	🏃	쫓기다	быть преследуемым	시간에 쫓겨요.	Время поджимает.
move	🐕	쫓다	гнаться, прогонять	도둑을 쫓았어요.	Погнался за вором.
people	🚪	쫓아내다	выгонять	방에서 쫓아냈어요.	Выгнал из комнаты.
people	👣	쫓아다니다	бегать следом	팬들이 쫓아다녀요.	Фанаты ходят по пятам.
change	📷	찍히다	быть снятым, отпечататься	사진이 잘 찍혔어요.	Фото получилось хорошо.
change	📄	찢기다	быть разорванным	종이가 찢겼어요.	Бумага разорвана.
change	👖	찢어지다	рваться	바지가 찢어졌어요.	Штаны порвались.
work	🥇	차지하다	занимать (место, долю)	1위를 차지했어요.	Занял первое место.
people	🎟️	참석하다	присутствовать	회의에 참석했어요.	Был на совещании.
work	🔍	찾아내다	отыскивать	원인을 찾아냈어요.	Отыскал причину.
move	🗺️	찾아다니다	ходить в поисках	맛집을 찾아다녀요.	Ищу вкусные места.
work	📖	찾아보다	поискать, справиться	사전에서 찾아봤어요.	Посмотрел в словаре.
people	🙇	찾아뵈다	навестить (вежливо)	선생님을 찾아뵈었어요.	Навестил учителя.
action	🥤	채우다	наполнять, заполнять	잔을 채웠어요.	Наполнил стакан.
action	🎒	챙기다	собирать, не забывать	짐을 챙겼어요.	Собрал вещи.
work	🗂️	처리하다	улаживать, обрабатывать	일을 처리했어요.	Уладил дело.
work	🚀	추진하다	продвигать	계획을 추진해요.	Продвигаю план.
action	🧹	치우다	убирать, расчищать	책상을 치웠어요.	Убрал со стола.
change	🎈	커지다	увеличиваться	소리가 커졌어요.	Звук стал громче.
change	💡	켜지다	включаться, загораться	불이 켜졌어요.	Свет загорелся.
action	🌻	키우다	растить, воспитывать	아이를 키워요.	Воспитываю ребёнка.
action	🔥	태우다	сжигать; подвозить	쓰레기를 태웠어요.	Сжёг мусор.
mind	✅	택하다	выбирать	다른 길을 택했어요.	Выбрал другой путь.
change	💥	터지다	лопаться, взрываться	풍선이 터졌어요.	Шарик лопнул.
action	🪶	털다	стряхивать, вытряхивать	먼지를 털었어요.	Стряхнул пыль.
action	📻	틀다	включать	라디오를 틀었어요.	Включил радио.
action	⛏️	파다	копать	땅을 팠어요.	Копал землю.
action	🗺️	펼치다	раскрывать, развёртывать	지도를 펼쳤어요.	Развернул карту.
mind	🏳️	포기하다	сдаваться, бросать	절대 포기하지 마세요.	Никогда не сдавайтесь.
mind	🎨	표현하다	выражать	감정을 표현해요.	Выражаю чувства.
action	🧩	풀다	развязывать, решать	문제를 풀었어요.	Решил задачу.
move	🚫	피하다	избегать, укрываться	비를 피했어요.	Укрылся от дождя.
work	➕	합치다	объединять	두 회사를 합쳤어요.	Объединили две компании.
work	🔑	해결하다	решать проблему	문제를 해결했어요.	Решил проблему.
work	💪	해내다	справиться, осилить	결국 해냈어요.	В итоге справился.
work	🎬	해보다	попробовать	일단 해 보세요.	Для начала попробуйте.
move	🧭	향하다	направляться	집으로 향했어요.	Направился домой.
people	✅	허락하다	разрешать	부모님이 허락하셨어요.	Родители разрешили.
move	🌫️	헤매다	блуждать, плутать	길을 헤맸어요.	Плутал по дороге.
move	🏊	헤엄치다	плавать	강에서 헤엄쳤어요.	Плавал в реке.
people	😠	혼내다	отчитывать	동생을 혼냈어요.	Отчитал брата.
work	🧰	활용하다	использовать, применять	자료를 활용해요.	Использую материалы.
action	🕵️	훔치다	красть	지갑을 훔쳤어요.	Украл кошелёк.
change	🌊	흐르다	течь	강물이 흘러요.	Река течёт.
action	👋	흔들다	трясти, махать	손을 흔들었어요.	Помахал рукой.
change	🌬️	흔들리다	качаться, колебаться	나뭇가지가 흔들려요.	Ветки качаются.
change	⏳	흘러가다	утекать, уплывать	시간이 흘러갔어요.	Время утекло.
action	💧	흘리다	проливать, ронять	물을 흘렸어요.	Пролил воду.
mind	💪	힘내다	набираться сил, крепиться	힘내세요!	Держитесь!
work	🏋️	힘쓰다	прилагать усилия	발전에 힘써요.	Прилагает усилия ради развития.
