#slug: topik3_nouns_2
#emoji: 📗
#title: TOPIK 중급: существительные II
#korean: 중급 명사 ②
#kr_read: чунгып мёнса
#subtitle: 199 существительных TOPIK среднего уровня — от 명소 до 엉망
#level: 3
#card_desc: Вторая часть списка 중급 1500: общество, деньги, характер, здоровье и быт
#group: society|Общество и государство|사회
#group: work|Работа, деньги, экономика|경제
#group: study|Учёба и знания|학습
#group: person|Человек, характер, чувства|사람
#group: life|Быт, город, еда|생활
#group: nature|Природа и здоровье|자연
#group: idea|Понятия и качества|개념
society	🎵	민요	народная песня	민요를 배웠어요.	Выучил народную песню.
society	🌏	민족	народ, нация	여러 민족이 살아요.	Живут разные народы.
person	🤝	믿음	вера, доверие	믿음이 생겼어요.	Появилось доверие.
life	🚪	바깥	наружу, снаружи	바깥 공기가 좋아요.	На улице хороший воздух.
life	🧱	바닥	пол, дно	바닥이 차가워요.	Пол холодный.
idea	🎨	바탕	основа, фон	사실을 바탕으로 썼어요.	Написал на основе фактов.
study	🔁	반복	повторение	반복이 최고의 방법이에요.	Повторение — лучший способ.
person	🪞	반성	самоанализ, раскаяние	자기 반성을 했어요.	Проанализировал свои поступки.
idea	💥	반응	реакция, отклик	반응이 좋았어요.	Реакция была хорошей.
work	📮	반품	возврат товара	반품하고 싶어요.	Хочу вернуть товар.
life	👣	발걸음	шаг, поступь	발걸음이 가벼워요.	Шаг лёгкий.
study	🔭	발견	открытие, обнаружение	새로운 발견이에요.	Это новое открытие.
work	🪪	발급	выдача документа	여권을 발급받았어요.	Получил паспорт.
idea	📈	발달	развитие, рост	교통이 발달했어요.	Транспорт хорошо развит.
study	💡	발명	изобретение	위대한 발명이에요.	Это великое изобретение.
society	🚀	발전	развитие, прогресс	기술 발전이 빨라요.	Технический прогресс быстрый.
life	🌙	밤새	всю ночь напролёт	밤새 공부했어요.	Учился всю ночь.
idea	🧭	방식	способ, метод	방식을 바꿨어요.	Изменил метод.
idea	🖼️	배경	фон, предыстория	배경 설명이 필요해요.	Нужно объяснить предысторию.
person	🤗	배려	забота о других	배려가 고마워요.	Спасибо за заботу.
person	💑	배우자	супруг, супруга	배우자를 소개했어요.	Представил супругу.
person	🔁	버릇	привычка	나쁜 버릇을 고쳤어요.	Избавился от плохой привычки.
idea	📐	범위	диапазон, охват	시험 범위가 넓어요.	Объём экзамена большой.
society	🚔	범인	преступник	범인을 잡았어요.	Поймали преступника.
society	⛓️	범죄	преступление	범죄가 줄었어요.	Преступлений стало меньше.
work	✏️	변경	изменение, правка	일정을 변경했어요.	Изменил расписание.
person	🙊	변명	оправдание, отговорка	변명하지 마세요.	Не оправдывайтесь.
idea	🔄	변화	перемена	큰 변화가 있었어요.	Произошли большие перемены.
person	🏷️	별명	прозвище	별명이 뭐예요?	Какое у тебя прозвище?
work	📋	보고	доклад, отчёт	보고를 드릴게요.	Я доложу.
work	🗄️	보관	хранение	냉장고에 보관하세요.	Храните в холодильнике.
person	🌱	보람	чувство, что всё не зря	일에 보람을 느껴요.	Работа приносит удовлетворение.
life	💎	보물	сокровище	보물을 찾았어요.	Нашли сокровище.
study	➕	보충	восполнение, добавка	보충 수업을 들어요.	Хожу на дополнительные занятия.
society	🛡️	보호	защита, охрана	환경 보호가 중요해요.	Охрана среды важна.
society	🤲	봉사	волонтёрство, служение	주말에 봉사해요.	По выходным волонтёрю.
person	🎒	부담	бремя, обременение	부담이 커요.	Слишком большая нагрузка.
nature	🤕	부상	травма	부상을 입었어요.	Получил травму.
society	🚑	부상자	пострадавший	부상자가 없었어요.	Пострадавших не было.
work	🏢	부서	отдел	다른 부서로 옮겼어요.	Перешёл в другой отдел.
nature	💊	부작용	побочный эффект	부작용이 있어요.	Есть побочные эффекты.
society	🏰	부잣집	богатая семья	부잣집 아들이에요.	Он сын из богатой семьи.
work	🧑‍💼	부장	начальник отдела	부장님께 보고했어요.	Доложил начальнику отдела.
person	🙁	부정적	негативный	부정적으로 보지 마세요.	Не смотрите на это негативно.
person	⚠️	부주의	небрежность	부주의로 생긴 사고예요.	Авария из-за небрежности.
idea	⚖️	분량	объём, количество	분량이 많아요.	Объём большой.
life	♻️	분리수거	раздельный сбор мусора	분리수거를 잘해요.	Хорошо сортирую мусор.
society	🔍	분실	утеря	지갑을 분실했어요.	Потерял кошелёк.
society	📉	불경기	экономический спад	불경기라 장사가 안돼요.	Из-за спада торговля не идёт.
person	😠	불만	недовольство	불만이 많아요.	Много недовольства.
nature	😴	불면증	бессонница	불면증에 시달려요.	Мучаюсь бессонницей.
life	💡	불빛	огонёк, свет	멀리 불빛이 보여요.	Вдали виден огонёк.
person	😰	불안감	тревога	불안감이 사라졌어요.	Тревога исчезла.
person	😤	불평	жалоба, ропот	불평만 하지 마세요.	Не жалуйтесь постоянно.
person	💔	불행	несчастье	불행 중 다행이에요.	Не было бы счастья, да несчастье помогло.
idea	⚖️	비교	сравнение	비교해 보세요.	Сравните.
idea	📊	비교적	сравнительно	비교적 쉬워요.	Сравнительно легко.
nature	🍔	비만	ожирение	비만을 조심하세요.	Берегитесь ожирения.
work	💸	비용	затраты, стоимость	비용이 많이 들어요.	Требуется много затрат.
work	💳	빚	долг	빚을 다 갚았어요.	Полностью выплатил долг.
society	🚨	사건	происшествие, дело	큰 사건이 났어요.	Произошло крупное ЧП.
person	🧠	사고방식	образ мышления	사고방식이 달라요.	У нас разный образ мышления.
person	🥳	사교적	общительный	성격이 사교적이에요.	Он общительный по характеру.
nature	🏜️	사막	пустыня	사막을 건넜어요.	Пересёк пустыню.
society	⚰️	사망	смерть, гибель	사망 원인을 조사해요.	Расследуют причину смерти.
person	🔒	사생활	личная жизнь	사생활을 존중해요.	Уважаю личную жизнь.
work	💼	사업	бизнес, дело	사업을 시작했어요.	Начал своё дело.
work	🎁	사은품	подарок к покупке	사은품을 받았어요.	Получил подарок к покупке.
idea	🤷	사정	обстоятельства	사정이 있어서 못 갔어요.	Не смог прийти по обстоятельствам.
society	🗣️	사투리	диалект	부산 사투리를 써요.	Говорит на пусанском диалекте.
work	📝	사표	заявление об уходе	사표를 냈어요.	Подал заявление об уходе.
society	🤝	사회생활	жизнь в обществе	사회생활이 힘들어요.	Жить в обществе непросто.
society	🌐	사회적	социальный	사회적 문제예요.	Это социальная проблема.
society	🏭	산업	промышленность	산업이 발달했어요.	Промышленность развита.
life	🍳	살림	домашнее хозяйство	살림을 잘해요.	Хорошо ведёт хозяйство.
person	🌱	삶	жизнь	행복한 삶을 살아요.	Живу счастливой жизнью.
work	🏅	상금	денежный приз	상금을 받았어요.	Получил денежный приз.
work	💬	상담	консультация	전문가와 상담했어요.	Проконсультировался со специалистом.
person	🤼	상대	соперник, партнёр	상대가 강해요.	Соперник сильный.
person	🧑	상대방	собеседник, другая сторона	상대방 말을 들으세요.	Выслушайте собеседника.
idea	📈	상승	рост, подъём	물가 상승이 심해요.	Цены сильно растут.
idea	💡	상식	здравый смысл	그건 상식이에요.	Это же элементарно.
society	🏬	상업	коммерция, торговля	상업 지역이에요.	Это торговый район.
idea	🕊️	상징	символ	평화의 상징이에요.	Это символ мира.
idea	📊	상태	состояние	건강 상태가 좋아요.	Состояние здоровья хорошее.
work	🏷️	상표	торговая марка	상표를 등록했어요.	Зарегистрировал торговую марку.
work	🎟️	상품권	подарочный сертификат	상품권으로 계산했어요.	Расплатился сертификатом.
idea	🌐	상황	ситуация	상황이 나빠졌어요.	Ситуация ухудшилась.
person	👤	생김새	черты лица, облик	생김새가 비슷해요.	Они похожи внешне.
idea	✂️	생략	пропуск, сокращение	설명은 생략할게요.	Объяснение опущу.
nature	🌱	생명	жизнь (живое)	생명은 소중해요.	Жизнь бесценна.
work	🏭	생산	производство	생산이 늘었어요.	Производство выросло.
life	📡	생중계	прямая трансляция	경기를 생중계해요.	Матч транслируют вживую.
life	🧻	생필품	товары первой необходимости	생필품을 샀어요.	Купил всё необходимое.
work	💰	생활비	расходы на жизнь	생활비가 부족해요.	Не хватает на жизнь.
work	✍️	서명	подпись	여기에 서명하세요.	Распишитесь здесь.
society	🌍	선진국	развитая страна	선진국으로 성장했어요.	Страна стала развитой.
society	🥇	선착순	в порядке очереди	선착순으로 받으세요.	Получайте в порядке очереди.
person	🗣️	설득	убеждение	설득에 성공했어요.	Удалось убедить.
work	📘	설명서	инструкция	설명서를 읽어 보세요.	Прочитайте инструкцию.
study	📋	설문	опрос, анкета	설문에 답했어요.	Ответил на анкету.
work	⚡	성능	производительность	성능이 좋아요.	Хорошая производительность.
person	🌟	성실	добросовестность	성실이 무기예요.	Добросовестность — его оружие.
person	🧑	성인	взрослый	성인이 되었어요.	Стал совершеннолетним.
study	📊	성적	успеваемость, оценки	성적이 올랐어요.	Оценки улучшились.
nature	💉	성형	пластическая операция	성형 수술을 받았어요.	Сделала пластическую операцию.
society	🧾	세금	налог	세금을 냈어요.	Заплатил налоги.
idea	🕰️	세기	век, столетие	21세기예요.	Сейчас XXI век.
society	👨‍👦	세대	поколение	세대 차이가 커요.	Разрыв поколений велик.
person	🎩	세련	утончённость, лоск	옷차림이 세련됐어요.	Одет со вкусом.
society	🌏	세상	мир, свет	세상이 넓어요.	Мир велик.
idea	⏳	세월	годы, время	세월이 빠르네요.	Как быстро летит время.
person	💭	소감	впечатления	소감을 말해 주세요.	Поделитесь впечатлениями.
work	🔹	소규모	малый масштаб	소규모 회사예요.	Это небольшая компания.
work	💵	소득	доход	소득이 늘었어요.	Доход вырос.
person	🌟	소망	чаяние, мечта	소망이 이루어졌어요.	Мечта сбылась.
society	🗨️	소문	слух	소문이 빨라요.	Слухи расходятся быстро.
work	🛍️	소비	потребление	소비를 줄였어요.	Сократил потребление.
society	🔢	소수	меньшинство	소수 의견도 중요해요.	Мнение меньшинства тоже важно.
person	🌠	소원	желание	소원을 빌었어요.	Загадал желание.
life	🔊	소음	шум	소음이 심해요.	Сильный шум.
study	📜	속담	пословица	속담을 배웠어요.	Выучил пословицу.
society	🚨	속도위반	превышение скорости	속도위반으로 걸렸어요.	Попался за превышение скорости.
idea	⚡	속력	скорость	속력을 줄이세요.	Сбавьте скорость.
life	✂️	손질	уход, обработка	생선을 손질했어요.	Разделал рыбу.
person	👐	솜씨	умение, сноровка	요리 솜씨가 좋아요.	Отлично готовит.
work	💸	송금	денежный перевод	송금을 완료했어요.	Перевод отправлен.
person	💬	수다	болтовня	친구와 수다를 떨었어요.	Поболтал с другом.
idea	🧰	수단	средство, способ	교통수단이 다양해요.	Транспорт разнообразный.
idea	🔢	수량	количество	수량이 부족해요.	Количества не хватает.
nature	😴	수면	сон	수면 시간이 짧아요.	Сплю мало.
nature	⏳	수명	продолжительность жизни	평균 수명이 늘었어요.	Средняя продолжительность жизни выросла.
work	💳	수수료	комиссия, сбор	수수료가 붙어요.	Взимается комиссия.
work	🚢	수입	импорт; доход	수입 자동차예요.	Это импортный автомобиль.
idea	📏	수준	уровень	수준이 높아요.	Уровень высокий.
work	🛳️	수출	экспорт	수출이 늘었어요.	Экспорт вырос.
life	🏨	숙박	проживание, ночлег	숙박은 어디서 해요?	Где будете ночевать?
work	💴	숙박비	плата за проживание	숙박비가 비싸요.	Проживание дорогое.
life	🛏️	숙소	место проживания	숙소를 예약했어요.	Забронировал жильё.
idea	⏱️	순간	миг, момент	그 순간을 잊지 못해요.	Не забуду тот миг.
nature	💧	습기	сырость, влага	습기가 많아요.	Много сырости.
nature	🌡️	습도	влажность	습도가 높아요.	Влажность высокая.
life	🏆	승리	победа	승리를 축하해요.	Поздравляю с победой.
society	🏛️	시대	эпоха	시대가 변했어요.	Времена изменились.
person	🎯	시도	попытка	새로운 시도를 했어요.	Сделал новую попытку.
nature	👁️	시력	зрение	시력이 나빠졌어요.	Зрение ухудшилось.
life	🥊	시합	матч, состязание	시합에서 이겼어요.	Победил в состязании.
life	🍚	식생활	пищевые привычки	식생활을 바꿨어요.	Изменил рацион.
work	🤖	신기술	новая технология	신기술을 도입했어요.	Внедрили новую технологию.
society	🧑‍🎤	신세대	новое поколение	신세대는 달라요.	Новое поколение другое.
work	💳	신용	кредит доверия	신용이 중요해요.	Репутация важна.
nature	🧍	신체	тело	신체가 건강해요.	Тело здоровое.
study	💪	실력	реальные навыки	실력이 늘었어요.	Навыки выросли.
person	😞	실망	разочарование	실망이 컸어요.	Разочарование было большим.
society	📌	실시	проведение, введение	새 제도를 실시해요.	Вводят новую систему.
idea	🧰	실용적	практичный	실용적인 선물이에요.	Это практичный подарок.
society	🕵️	실종	исчезновение	실종 신고를 했어요.	Заявил о пропаже.
person	✅	실천	воплощение на деле	계획을 실천했어요.	Воплотил план в жизнь.
study	🧪	실험	эксперимент	실험이 성공했어요.	Эксперимент удался.
person	😑	싫증	пресыщение, надоедание	싫증이 났어요.	Надоело.
study	🧠	심리학	психология	심리학을 공부해요.	Изучаю психологию.
person	😱	악몽	кошмар	악몽을 꿨어요.	Приснился кошмар.
person	💌	안부	весточка, привет	부모님께 안부 전해 주세요.	Передайте привет родителям.
person	😶	안색	цвет лица	안색이 안 좋아요.	Плохо выглядите.
person	😮‍💨	안심	спокойствие, облегчение	이제 안심이에요.	Теперь можно не волноваться.
idea	🔮	앞날	будущее	앞날이 밝아요.	Будущее светлое.
idea	🌃	야간	ночное время	야간 근무를 해요.	Работаю в ночную смену.
life	🌉	야경	ночной вид	서울 야경이 예뻐요.	Ночной Сеул красив.
society	👘	양반	янбан, дворянин	양반 집안이에요.	Это дворянский род.
person	🤝	양보	уступка	자리를 양보했어요.	Уступил место.
study	🎼	억양	интонация	억양이 자연스러워요.	Интонация естественная.
society	📰	언론	СМИ, пресса	언론에 보도됐어요.	Об этом сообщили в СМИ.
life	🧽	얼룩	пятно	옷에 얼룩이 졌어요.	На одежде появилось пятно.
work	💼	업무	служебные обязанности	업무가 많아요.	Много работы.
life	🌀	엉망	беспорядок, бардак	방이 엉망이에요.	В комнате бардак.
