#slug: topik3_adverbs
#emoji: ⚡
#title: TOPIK 중급: наречия
#korean: 중급 부사
#kr_read: чунгып пуса
#subtitle: 106 наречий TOPIK среднего уровня — степень, время, способ и связки
#level: 3
#card_desc: Наречия 중급 1500: насколько, когда, как и чем связать предложения
#group: degree|Степень и количество|정도
#group: time|Время и частота|시간
#group: manner|Способ действия|방법
#group: attitude|Отношение и уверенность|태도
#group: link|Связки и уточнения|연결
time	🏁	원래	изначально, вообще-то	원래 그런 사람이에요.	Он вообще-то такой.
attitude	😯	의외로	на удивление	의외로 쉬웠어요.	На удивление легко.
time	⏰	이따	попозже	이따 전화할게요.	Позвоню попозже.
time	🕒	이따금	время от времени	이따금 생각나요.	Иногда вспоминаю.
manner	🔀	이리저리	туда-сюда, повсюду	이리저리 찾아봤어요.	Искал повсюду.
link	🔚	이만	на этом, довольно	오늘은 이만 할게요.	На сегодня закончим.
degree	📏	이만큼	вот столько	이만큼 주세요.	Дайте вот столько.
manner	🎯	일부러	нарочно, специально	일부러 그런 거예요.	Это было нарочно.
manner	🔍	자세히	подробно	자세히 설명해 주세요.	Объясните подробно.
degree	🍱	잔뜩	до отвала, полным-полно	잔뜩 먹었어요.	Наелся до отвала.
manner	🌀	저절로	само собой	문이 저절로 닫혔어요.	Дверь закрылась сама.
attitude	🚫	절대로	ни в коем случае	절대로 안 돼요.	Ни в коем случае.
attitude	💖	정말로	по-настоящему	정말로 고마워요.	Правда, спасибо.
manner	💝	정성껏	от всей души	정성껏 준비했어요.	Готовил от всей души.
manner	🎯	정확히	точно	정확히 세 시예요.	Ровно три часа.
manner	🛠️	제대로	как следует	제대로 해 주세요.	Сделайте как следует.
time	📆	조만간	в скором времени	조만간 만나요.	Скоро увидимся.
time	🌙	좀처럼	редко когда	좀처럼 화를 안 내요.	Он редко сердится.
time	🔁	종종	иногда, время от времени	종종 들러요.	Иногда заглядываю.
time	➿	줄곧	всё время, непрерывно	줄곧 기다렸어요.	Всё время ждал.
link	➡️	즉	то есть	즉, 이렇게 하세요.	То есть сделайте так.
time	🐢	차차	постепенно	차차 익숙해져요.	Постепенно привыкаешь.
degree	🔻	최소한	как минимум	최소한 한 시간은 걸려요.	Займёт как минимум час.
attitude	💯	틀림없이	наверняка	틀림없이 올 거예요.	Наверняка придёт.
time	⏩	하루빨리	как можно скорее	하루빨리 낫기를 바라요.	Скорейшего выздоровления.
time	📅	하루하루	день за днём	하루하루 열심히 살아요.	Живу усердно день за днём.
degree	📦	한꺼번에	разом, за один раз	한꺼번에 가져왔어요.	Принёс всё разом.
time	🌸	한창	в самом разгаре	벚꽃이 한창이에요.	Сакура в самом цвету.
link	↔️	한편	с другой стороны	한편으로는 이해돼요.	С другой стороны, это понятно.
manner	⚠️	함부로	как попало, без разбора	함부로 말하지 마세요.	Не говорите что попало.
time	🗓️	해마다	из года в год	해마다 축제가 열려요.	Каждый год проходит фестиваль.
manner	🚪	활짝	настежь, широко	창문을 활짝 열었어요.	Распахнул окно.
time	🔁	흔히	часто, обыкновенно	흔히 있는 일이에요.	Это обычное дело.
degree	💪	힘껏	изо всех сил	힘껏 밀었어요.	Толкнул изо всех сил.
