#slug: topik3_nouns_3
#emoji: 📙
#title: TOPIK 중급: существительные III
#korean: 중급 명사 ③
#kr_read: чунгып мёнса
#subtitle: 196 существительных TOPIK среднего уровня — от 엊그제 до 희생자
#level: 3
#card_desc: Третья часть списка 중급 1500: характер, учёба, экономика, здоровье и традиции
#group: society|Общество и государство|사회
#group: work|Работа, деньги, экономика|경제
#group: study|Учёба и знания|학습
#group: person|Человек, характер, чувства|사람
#group: life|Быт, город, еда|생활
#group: nature|Природа и здоровье|자연
#group: idea|Понятия и качества|개념
work	🛠️	전문적	профессиональный	전문적인 지식이 필요해요.	Нужны профессиональные знания.
life	🏬	전문점	специализированный магазин	커피 전문점이에요.	Это кофейня-специалист.
idea	💯	전부	всё целиком	전부 다 먹었어요.	Съел всё подчистую.
society	🏮	전통	традиция	전통을 지켜요.	Храним традиции.
society	🎎	전통적	традиционный	전통적인 방식이에요.	Это традиционный способ.
idea	➗	절반	половина	절반만 남았어요.	Осталась половина.
work	🪙	절약	экономия	전기를 절약해요.	Экономлю электричество.
work	📑	절차	процедура, порядок	절차가 복잡해요.	Процедура сложная.
idea	✅	정상적	нормальный	정상적으로 작동해요.	Работает нормально.
person	💝	정성	старание от души	정성을 다했어요.	Вложил всю душу.
person	🧠	정신적	душевный, психический	정신적으로 힘들어요.	Тяжело морально.
society	⚖️	정의	справедливость	정의를 지켜요.	Отстаиваю справедливость.
society	🏛️	정치	политика	정치에 관심이 없어요.	Политика меня не интересует.
society	🎙️	정치인	политик	유명한 정치인이에요.	Это известный политик.
study	📖	정치학	политология	정치학을 전공해요.	Специализируюсь на политологии.
society	🏛️	제도	система, институт	교육 제도가 바뀌었어요.	Изменилась система образования.
work	💡	제안	предложение	좋은 제안이에요.	Это хорошее предложение.
work	📦	제품	изделие, продукт	새 제품이 나왔어요.	Вышел новый продукт.
society	🚧	제한	ограничение	나이 제한이 있어요.	Есть возрастное ограничение.
life	🍳	조리법	рецепт	조리법이 간단해요.	Рецепт простой.
person	🗣️	조언	совет	조언을 구했어요.	Попросил совета.
idea	🎚️	조절	регулировка	온도를 조절하세요.	Отрегулируйте температуру.
person	🙇	존경	уважение, почтение	선생님을 존경해요.	Уважаю учителя.
study	📌	주제	тема	오늘의 주제예요.	Это сегодняшняя тема.
life	🏘️	주택	жилой дом	주택으로 이사했어요.	Переехал в частный дом.
study	📖	줄거리	сюжет, содержание	줄거리를 말해 주세요.	Расскажите сюжет.
nature	🤒	증상	симптом	감기 증상이 있어요.	Есть симптомы простуды.
study	📚	지식	знания	지식이 풍부해요.	Обширные знания.
society	🗺️	지역	регион, район	이 지역은 조용해요.	Этот район тихий.
society	🎖️	지위	положение, статус	사회적 지위가 높아요.	Высокий социальный статус.
work	💸	지출	расходы	지출을 줄였어요.	Сократил расходы.
life	🎼	지휘자	дирижёр	지휘자가 유명해요.	Дирижёр знаменит.
idea	🔦	진실	правда, истина	진실을 밝혔어요.	Раскрыл правду.
work	▶️	진행	ход, ведение	행사를 진행해요.	Веду мероприятие.
nature	🦠	질병	болезнь	질병을 예방해요.	Профилактика болезней.
study	🎯	집중력	концентрация	집중력이 좋아요.	Хорошая концентрация.
person	😖	짜증	раздражение	짜증이 나요.	Меня это раздражает.
nature	🥵	찜통더위	удушающая жара	찜통더위가 시작됐어요.	Началась удушающая жара.
idea	🔢	차례	очередь, черёд	제 차례예요.	Моя очередь.
person	🧘	참을성	терпеливость	참을성이 부족해요.	Не хватает терпения.
life	🥗	채식	вегетарианство	채식을 시작했어요.	Перешёл на вегетарианство.
person	🌿	채식주의자	вегетарианец	저는 채식주의자예요.	Я вегетарианец.
person	🎯	책임	ответственность	책임을 져야 해요.	Надо нести ответственность.
study	🤔	철학	философия	철학 책을 읽어요.	Читаю книгу по философии.
person	👋	첫인상	первое впечатление	첫인상이 좋았어요.	Первое впечатление было хорошим.
nature	🏋️	체격	телосложение	체격이 좋아요.	Хорошее телосложение.
nature	🌡️	체온	температура тела	체온을 쟀어요.	Измерил температуру.
nature	⚖️	체중	вес тела	체중이 줄었어요.	Вес снизился.
life	🎪	체험	практический опыт	도자기 체험을 했어요.	Попробовал сделать керамику.
study	🐣	초보자	новичок	초보자도 할 수 있어요.	Даже новичок справится.
idea	🔝	최대	максимум	최대 열 명까지예요.	Максимум десять человек.
person	🌟	최선	всё возможное	최선을 다했어요.	Сделал всё возможное.
idea	🆕	최신	новейший	최신 모델이에요.	Это новейшая модель.
idea	🔻	최저	минимум	최저 가격이에요.	Это минимальная цена.
idea	🏁	최종	окончательный	최종 결정이에요.	Это окончательное решение.
idea	🥇	최초	самый первый	세계 최초예요.	Это первый в мире случай.
idea	🔚	최후	последний, финальный	최후의 기회예요.	Это последний шанс.
work	➕	추가	добавление	추가 요금이 있어요.	Есть дополнительная плата.
nature	🥶	추위	холод	추위를 많이 타요.	Плохо переношу холод.
person	🌍	출신	происхождение, родом из	부산 출신이에요.	Я родом из Пусана.
person	💥	충격	потрясение, шок	충격을 받았어요.	Испытал шок.
nature	🌿	친환경	экологичный	친환경 제품이에요.	Это экологичный товар.
study	📊	통계	статистика	통계에 따르면 그래요.	Согласно статистике, это так.
work	📡	통신	связь, коммуникации	통신이 끊겼어요.	Связь оборвалась.
nature	😖	통증	боль	통증이 심해요.	Боль сильная.
life	🍽️	편식	избирательность в еде	편식하지 마세요.	Не привередничайте в еде.
person	♾️	평생	вся жизнь	평생 잊지 못해요.	Не забуду всю жизнь.
idea	🗓️	평소	обычно, в обычные дни	평소에 운동해요.	Обычно я занимаюсь спортом.
society	🕊️	평화	мир, покой	평화를 원해요.	Хотим мира.
nature	❄️	폭설	сильный снегопад	폭설이 내렸어요.	Прошёл сильный снегопад.
life	🍕	폭식	обжорство	스트레스로 폭식했어요.	Из-за стресса объелся.
nature	🌧️	폭우	ливень	폭우가 쏟아졌어요.	Хлынул ливень.
person	😀	표정	выражение лица	표정이 밝아요.	Лицо светится.
work	🚫	품절	распродано	그 상품은 품절이에요.	Этот товар распродан.
nature	😩	피로	усталость	피로가 풀렸어요.	Усталость прошла.
society	💔	피해	ущерб, вред	피해가 컸어요.	Ущерб был большим.
idea	❗	필수	обязательность	필수 조건이에요.	Это обязательное условие.
person	🙄	핑계	отговорка	핑계 대지 마세요.	Не придумывайте отговорки.
nature	🥱	하품	зевота	하품이 나와요.	Зеваю.
study	🎓	학력	уровень образования	학력이 높아요.	Высокий уровень образования.
study	📚	학문	наука, учёность	학문의 길은 멀어요.	Путь науки долог.
study	💵	학비	плата за учёбу	학비가 비싸요.	Учёба дорогая.
study	📖	학습	обучение	학습 효과가 좋아요.	Хороший эффект от занятий.
study	👨‍🔬	학자	учёный	유명한 학자예요.	Это известный учёный.
study	💯	학점	зачётные баллы	학점을 땄어요.	Получил зачёт.
study	🇰🇷	한국학	корееведение	한국학을 공부해요.	Изучаю корееведение.
idea	👁️	한눈	один взгляд	한눈에 반했어요.	Влюбился с первого взгляда.
person	😮‍💨	한숨	вздох	한숨을 쉬었어요.	Вздохнул.
life	🏯	한옥	ханок, традиционный дом	한옥에서 하룻밤 잤어요.	Переночевал в ханоке.
life	🍱	한정식	традиционный корейский сет	한정식을 먹었어요.	Поели ханчжонсик.
life	📜	한지	ханчжи, корейская бумага	한지로 만들었어요.	Сделано из корейской бумаги.
work	💳	할부	рассрочка	3개월 할부로 샀어요.	Купил в рассрочку на три месяца.
work	✈️	항공료	стоимость авиабилета	항공료가 올랐어요.	Авиабилеты подорожали.
idea	🔑	해결책	решение проблемы	해결책을 찾았어요.	Нашли решение.
person	🚶	행동	поведение, действие	행동이 빨라요.	Он быстро действует.
nature	🌸	향기	аромат	향기가 좋아요.	Приятный аромат.
society	🏙️	현대	современность	현대 사회는 복잡해요.	Современное общество сложно.
society	🧑‍💼	현대인	современный человек	현대인은 바빠요.	Современные люди заняты.
society	🏢	현대적	современный (по стилю)	현대적인 건물이에요.	Это современное здание.
idea	🌍	현실	реальность	현실을 받아들여요.	Принимаю реальность.
work	🚧	현장	место события	사고 현장에 갔어요.	Поехал на место аварии.
idea	🔷	형태	форма	형태가 특이해요.	Необычная форма.
person	💰	형편	материальное положение	형편이 어려워요.	Материальное положение тяжёлое.
society	🎁	혜택	льгота, выгода	할인 혜택을 받았어요.	Получил скидку.
person	💗	호감	симпатия	호감을 느꼈어요.	Почувствовал симпатию.
person	🔍	호기심	любопытство	호기심이 많아요.	Он очень любопытный.
person	🗣️	호칭	обращение, титул	호칭이 어려워요.	Сложно выбрать обращение.
work	📣	홍보	продвижение, реклама	제품을 홍보해요.	Рекламируем продукт.
society	🔥	화재	пожар	화재가 났어요.	Случился пожар.
nature	🌳	환경	окружающая среда	환경을 보호해요.	Защищаем природу.
life	🪟	환기	проветривание	창문을 열고 환기해요.	Открываю окно и проветриваю.
idea	🌈	환상적	фантастический	경치가 환상적이에요.	Пейзаж фантастический.
work	💵	회비	членский взнос	회비를 냈어요.	Заплатил взнос.
society	🎫	회원	член, участник	회원으로 가입했어요.	Вступил в члены.
work	🏛️	회의장	зал заседаний	회의장이 넓어요.	Зал заседаний просторный.
work	👔	회장	председатель	회장님이 오셨어요.	Пришёл председатель.
idea	✨	효과	эффект	효과가 좋아요.	Эффект хороший.
work	⚙️	효율적	эффективный	효율적으로 일해요.	Работаю эффективно.
person	🎈	흥미	увлечение, интерес	흥미가 생겼어요.	Появился интерес.
person	🌤️	희망	надежда	희망을 잃지 마세요.	Не теряйте надежду.
society	🕯️	희생자	жертва	희생자를 추모해요.	Чтим память жертв.
