#slug: korea_realia
#emoji: 🇰🇷
#title: Реалии Кореи: места, услуги, связь
#korean: 한국 생활 어휘
#kr_read: хангук сэнхваль охви
#subtitle: 55 слов начального уровня — районы и заведения, праздники, доставка, звонки
#level: 1
#card_desc: Каннам и Хэундэ, Хангыль-наль и Кэчхонджоль, доставка и заказы, SMS и объявления
#group: place|Места, районы, заведения|장소
#group: holiday|Праздники и традиции|명절
#group: service|Услуги, заказы, транспорт|서비스
#group: phone|Связь и объявления|연락
#group: people|Люди и специальности|사람
#group: misc|Погода, еда, досуг|기타
#group: form|Формы и выражения|표현
phone	✳️	별표	звёздочка (кнопка)	별표를 누르세요.	Нажмите звёздочку.
people	👨‍👩‍👦	부모님	родители	부모님께 전화드려요.	Звоню родителям.
people	🗞️	신문기자	журналист газеты	신문기자가 되고 싶어요.	Хочу стать журналистом.
people	🚗	운전기사	водитель (профессия)	운전기사가 친절해요.	Водитель приветливый.
people	📊	경영학	менеджмент (специальность)	경영학을 전공해요.	Специализируюсь на менеджменте.
misc	🍣	생선회	хве, сырая рыба	생선회를 처음 먹었어요.	Впервые попробовал хве.
misc	🌦️	소나기	ливень, кратковременный дождь	갑자기 소나기가 왔어요.	Внезапно пошёл ливень.
misc	🎭	연극	спектакль, театральная пьеса	연극을 보러 갔어요.	Пошёл на спектакль.
misc	📕	소설책	книга-роман	소설책을 빌렸어요.	Взял почитать роман.
misc	💚	푸르다	быть синим, зелёным (о природе)	하늘이 푸르러요.	Небо синее.
form	📍	거기서	там, оттуда	거기서 만나요.	Встретимся там.
form	⏳	까지	до (предела, срока)	다섯 시까지 오세요.	Приходите до пяти.
form	▶️	부터	с, начиная с	아홉 시부터 일해요.	Работаю с девяти.
form	➕	하고	и; с (кем-то)	친구하고 같이 가요.	Иду вместе с другом.
form	😋	맛있게	вкусно (о еде)	맛있게 드세요.	Приятного аппетита.
form	🎈	즐겁게	весело, с удовольствием	즐겁게 놀았어요.	Весело провели время.
form	👉	이렇게	вот так, таким образом	이렇게 해 보세요.	Попробуйте вот так.
form	🤝	오랜만에	впервые за долгое время	오랜만에 친구를 만났어요.	Впервые за долгое время встретил друга.
form	⏮️	지난	прошлый, минувший	지난 주말에 갔어요.	Ходил в прошлые выходные.
form	🔢	번째	-й (порядковый счётчик)	두 번째 줄에 앉으세요.	Сядьте во второй ряд.
